# source, target, weight, time
411,4728,1,1142622780
411,39315,1,1141941720
411,17585,1,1141058340
411,3600,1,1151663220
412,388,1,1133389560
412,522,1,1138309740
412,522,1,1138145820
413,212,1,1133369640
414,240,1,1133399160
415,185,1,1133402160
415,21584,1,1154077980
416,185,1,1133372100
417,206,1,1133374800
417,7038,1,1130074380
417,7038,1,1130075220
417,7038,1,1130073600
417,12732,1,1127825700
417,2131,1,1134797100
417,1639,1,1134211320
417,12575,1,1134210840
417,28528,1,1147586340
417,11089,1,1155016920
417,42183,1,1154969100
417,1880,1,1154968980
418,360,1,1133376960
418,3178,1,1143645300
419,267,1,1133366160
420,201,1,1133380500
420,11628,1,1128258180
420,3994,1,1126566660
420,17162,1,1125240240
420,59,1,1125267120
420,17206,1,1125238020
420,17183,1,1125240480
420,7980,1,1137996540
420,23286,1,1137995940
420,23458,1,1137994200
420,147,1,1135684320
420,24424,1,1134871380
420,3721,1,1134169140
420,18391,1,1134183120
420,727,1,1134150360
420,3690,1,1141311660
420,3690,1,1141334820
420,18735,1,1141307160
420,28260,1,1141334520
420,42688,1,1155735780
420,42719,1,1155646680
420,42659,1,1155644700
420,31576,1,1148312640
421,418,1,1133433120
421,4601,1,1129808220
421,14069,1,1127488560
421,201,1,1126401360
421,1709,1,1125794220
421,16363,1,1125861240
421,6332,1,1125801900
421,6332,1,1125837840
421,6332,1,1125792180
421,388,1,1125795000
421,8597,1,1125795240
421,16457,1,1125797700
421,16324,1,1125803160
421,645,1,1125797100
421,421,1,1125798720
421,16355,1,1125792480
421,14915,1,1125797880
421,16363,1,1126609560
421,4993,1,1139936640
421,20024,1,1139246580
421,2133,1,1139219640
421,2133,1,1139227080
421,19615,1,1139222940
421,20452,1,1138902120
421,17279,1,1138888620
421,11801,1,1138482360
421,22209,1,1138482000
421,22882,1,1138216860
421,22901,1,1138279740
421,369,1,1137878220
421,5325,1,1072973280
421,14592,1,1135296000
421,736,1,1133541000
421,19483,1,1133531520
421,5956,1,1133532180
421,2043,1,1133520540
421,2870,1,1147614060
421,35614,1,1144928280
421,36073,1,1144313880
421,36122,1,1144314840
421,24105,1,1144319580
421,38801,1,1142254860
421,38780,1,1142247540
421,39418,1,1141769940
421,27440,1,1141316940
421,535,1,1141313880
421,40876,1,1141134480
421,2646,1,1141047540
421,506,1,1141055760
421,2078,1,1152197460
421,187,1,1152259440
421,3887,1,1149510480
421,17801,1,1148650440
421,30558,1,1148133420
422,185,1,1133372220
423,424,1,1133382840
423,778,1,1133092860
423,837,1,1133096460
423,3228,1,1131767640
423,3220,1,1131767820
423,4466,1,1131148200
423,5198,1,1130694480
423,2809,1,1130094180
423,1272,1,1130106180
423,762,1,1130060400
423,1272,1,1130093880
423,11613,1,1128249660
423,8597,1,1128248940
423,1182,1,1127639400
423,4372,1,1127637960
423,13527,1,1127637660
423,5684,1,1127637420
423,13550,1,1127640840
423,2605,1,1127582580
423,2605,1,1127583720
423,1564,1,1126555200
423,15413,1,1126630920
423,10467,1,1125859140
423,10967,1,1125878220
423,16274,1,1125858540
423,10967,1,1125910020
423,2957,1,1125861000
423,10967,1,1125859440
423,2957,1,1125859320
423,17129,1,1125233220
423,17124,1,1125233040
423,2264,1,1136121060
423,5272,1,1135514880
423,26474,1,1135514400
423,8774,1,1135514580
423,1373,1,1135514760
423,12715,1,1134205320
423,2583,1,1134207480
423,1083,1,1134228720
423,430,1,1134153060
423,1083,1,1134247800
424,430,1,1133357220
424,9980,1,1129046580
424,6300,1,1125925500
424,18605,1,1139943540
425,426,1,1133364240
426,430,1,1133356260
426,5562,1,1130528580
426,5728,1,1130528040
426,5966,1,1130515860
426,6968,1,1129732920
426,10039,1,1129039380
426,10072,1,1129042800
426,4523,1,1128430860
426,2043,1,1128093660
426,3420,1,1127832840
426,13640,1,1127603760
426,15370,1,1126539660
426,17771,1,1140610140
426,18336,1,1140209580
426,19081,1,1139672820
426,19168,1,1139685540
426,3291,1,1139396700
426,20168,1,1139217840
426,7951,1,1138787220
426,21134,1,1138731180
426,21257,1,1138738080
426,21287,1,1138738620
426,3426,1,1138730880
426,18339,1,1138731780
426,23822,1,1137671280
426,19483,1,1137672540
426,19483,1,1137683280
426,2441,1,1137607200
426,265,1,1134776640
426,20015,1,1134159720
426,4968,1,1133617920
426,30177,1,1133618100
426,30792,1,1147948440
426,5477,1,1147425240
426,33154,1,1146668760
426,33564,1,1146302940
426,8006,1,1146302820
426,30630,1,1144062900
426,27488,1,1144062720
426,17558,1,1144067580
426,37632,1,1143055140
426,11700,1,1143054900
426,14329,1,1143057960
426,1681,1,1142681820
426,39723,1,1141702320
426,3345,1,1141320720
426,439,1,1141321140
426,236,1,1156667400
426,4096,1,1150879860
426,4096,1,1150968960
426,4096,1,1150886400
426,47807,1,1149693120
427,428,1,1133362740
428,430,1,1133354460
428,503,1,1133365980
428,1076,1,1132955040
428,734,1,1132340460
428,2352,1,1132238460
428,2616,1,1132228920
428,528,1,1132228320
428,827,1,1140776700
428,7806,1,1140378840
428,18403,1,1140224880
428,18605,1,1139952300
428,6936,1,1147338960
428,31993,1,1145561580
428,3923,1,1145527620
428,3923,1,1145526360
428,32971,1,1145525820
428,21478,1,1145437680
428,35278,1,1145034120
428,35267,1,1145022960
428,4975,1,1144325700
428,36053,1,1144315860
428,24779,1,1144314840
428,18584,1,1142594100
428,38395,1,1142508600
428,2839,1,1142508840
428,428,1,1142247780
428,39229,1,1142002560
428,16324,1,1141730220
428,16324,1,1141685400
428,28763,1,1141298280
428,19169,1,1149008520
428,13357,1,1149007920
428,50813,1,1155655500
429,430,1,1133353560
429,4705,1,1131031680
429,4050,1,1129101360
429,47088,1,1150374120
431,432,1,1133363400
431,438,1,1133370480
431,455,1,1133393940
431,444,1,1133363220
431,429,1,1133354820
431,455,1,1133442120
431,493,1,1133365320
431,455,1,1133372220
431,3212,1,1131126360
431,3212,1,1131148740
431,4731,1,1131033000
431,4685,1,1131022800
431,4795,1,1131058740
431,4778,1,1131024840
431,12700,1,1127830860
431,11338,1,1127466240
431,9005,1,1126555740
431,15517,1,1126382160
431,16938,1,1125339180
431,2614,1,1139480880
431,15693,1,1136244420
431,30575,1,1133519460
431,34424,1,1145968140
431,431,1,1145991540
431,430,1,1144075560
431,38772,1,1142248980
431,38772,1,1142246700
431,39113,1,1142075580
431,229,1,1141921380
431,2183,1,1141735920
431,22796,1,1141394220
431,41705,1,1156632300
431,2850,1,1156629660
431,13497,1,1156629060
431,41843,1,1156629180
431,41819,1,1156664700
431,8346,1,1156621440
431,283,1,1156424640
431,283,1,1156503180
431,283,1,1156432020
431,44680,1,1152879720
431,20557,1,1152286260
431,3282,1,1148761980
431,5500,1,1148848200
431,50604,1,1148063340
431,50834,1,1155660660
431,50834,1,1155649740
432,431,1,1133355660
432,545,1,1133346720
432,576,1,1133345100
432,2321,1,1132237920
432,2369,1,1132239420
432,7483,1,1140782760
432,17885,1,1140523740
432,19173,1,1138734960
432,22199,1,1138375260
432,750,1,1134567240
432,610,1,1134566940
432,7844,1,1134566340
432,5482,1,1133771520
432,17801,1,1147333140
432,24779,1,1144314300
432,24409,1,1144059480
432,701,1,1143471720
432,37333,1,1141041660
432,37333,1,1141033740
432,33343,1,1154412000
432,19944,1,1148973360
432,19532,1,1148496300
432,7795,1,1148583960
432,50779,1,1155903420
432,50778,1,1155902400
433,236,1,1133360580
433,430,1,1133353740
433,7832,1,1129822200
433,8629,1,1129656000
433,24942,1,1137180360
433,3104,1,1140809700
433,41356,1,1140809880
433,41347,1,1140810480
434,430,1,1133352780
434,430,1,1134565380
434,5551,1,1142004480
435,436,1,1133354820
435,6871,1,1130248560
435,6120,1,1129802160
435,3352,1,1129801680
435,7906,1,1129801200
435,7970,1,1129720560
435,11527,1,1128437160
435,18,1,1128109380
435,6329,1,1127485320
435,6329,1,1127486940
435,14254,1,1127485800
436,467,1,1133362740
436,448,1,1133355420
436,430,1,1133354640
437,438,1,1133364840
437,430,1,1133357700
437,14962,1,1126609560
437,17772,1,1140619800
437,17773,1,1140618060
437,7256,1,1135261560
437,21201,1,1155915840
438,431,1,1133366340
438,433,1,1133365980
438,492,1,1133362200
438,486,1,1133363940
438,437,1,1133361960
438,2357,1,1132240620
438,4701,1,1131027960
438,1544,1,1131028440
438,4694,1,1131024000
438,3914,1,1131028140
438,5500,1,1130252700
438,6891,1,1130249040
438,763,1,1130253900
438,7249,1,1130067540
438,7280,1,1130071920
438,9914,1,1129113180
438,9940,1,1129112460
438,3839,1,1128247200
438,11618,1,1128246720
438,3238,1,1128273720
438,14549,1,1127471580
438,216,1,1125577740
438,216,1,1125571320
438,216,1,1125580680
438,1477,1,1125570540
438,216,1,1125580140
438,17327,1,1140774420
438,5904,1,1140788160
438,4718,1,1140788340
438,17376,1,1140779700
438,17542,1,1140778740
438,3373,1,1140778320
438,229,1,1140086580
438,1760,1,1140022740
438,265,1,1140086280
438,15553,1,1140019920
438,2260,1,1140039120
438,21600,1,1138617120
438,7279,1,1138228500
438,7279,1,1138203360
438,7320,1,1138012740
438,4154,1,1138019820
438,15333,1,1138019940
438,23324,1,1138036020
438,610,1,1138018800
438,23426,1,1138014360
438,27773,1,1135019280
438,27773,1,1135016160
438,28750,1,1134659940
438,4661,1,1133538240
438,2362,1,1147336080
438,1894,1,1147350300
438,1894,1,1147348980
438,1081,1,1147335360
438,19780,1,1145623140
438,36003,1,1144076040
438,9680,1,1144076580
438,13333,1,1142638860
438,14099,1,1142673180
438,11137,1,1142641140
438,24655,1,1141923900
438,1265,1,1141984920
438,39311,1,1141922700
438,11956,1,1141922100
438,24655,1,1141922340
438,6539,1,1141904640
438,438,1,1141904760
438,17319,1,1141139100
438,11420,1,1141051920
438,5693,1,1156632240
438,1196,1,1156432260
438,19378,1,1156423860
438,1196,1,1156427940
438,516,1,1153899600
438,44999,1,1152300000
438,45001,1,1152298740
438,3688,1,1152346200
438,45576,1,1152011880
438,45574,1,1152031440
438,2449,1,1151680920
438,3647,1,1150980840
438,17347,1,1150713660
438,650,1,1150105080
438,47525,1,1149498540
438,48188,1,1149519000
438,4968,1,1149526560
438,35583,1,1149507780
438,48190,1,1149497640
438,31517,1,1149504660
438,8023,1,1149175800
438,2869,1,1149173160
438,2184,1,1149253500
438,4724,1,1155894420
438,50101,1,1155893940
438,27772,1,1155657420
439,440,1,1133354940
439,466,1,1133361720
439,462,1,1133359440
439,14163,1,1127487120
439,14176,1,1127497920
439,4586,1,1140691080
439,12011,1,1140691500
439,16,1,1140688620
439,636,1,1139315640
439,7,1,1135858560
439,1081,1,1135855980
439,12231,1,1135859100
439,5166,1,1135856520
439,5166,1,1135857480
439,9797,1,1135863180
439,9797,1,1135854900
439,5166,1,1135859400
439,15757,1,1135115100
439,1081,1,1133964780
439,1081,1,1133968680
439,2426,1,1133965980
439,1081,1,1133970960
439,12989,1,1144259460
439,12989,1,1144242660
439,1081,1,1142940600
439,39248,1,1141998120
439,39275,1,1142015520
439,40626,1,1141141140
439,2357,1,1141140300
439,4620,1,1141143180
439,627,1,1141139700
439,439,1,1149772980
439,2401,1,1149776100
439,14790,1,1149776280
439,14790,1,1149774900
439,33154,1,1149772800
439,36,1,1149775380
439,46226,1,1149583500
439,47926,1,1149593580
439,439,1,1149587160
439,22220,1,1149589320
440,430,1,1133354220
441,442,1,1133442420
442,428,1,1133362260
443,444,1,1133369400
443,382,1,1130258580
443,2623,1,1128272280
443,1524,1,1150821660
443,33141,1,1150893780
443,3509,1,1148515200
444,431,1,1133362560
444,19248,1,1139485260
444,2357,1,1138898580
444,3887,1,1137942300
444,1081,1,1134755520
444,639,1,1143133320
444,639,1,1143076800
444,6463,1,1142011920
444,42989,1,1154983200
444,46226,1,1151660700
444,50820,1,1155696180
444,50865,1,1155696540
444,3387,1,1155695820
445,264,1,1133368560
445,1851,1,1132451460
445,7171,1,1130116200
445,7808,1,1129808880
445,1591,1,1129768620
445,7974,1,1129770300
445,7974,1,1129808340
445,16097,1,1126180620
445,22973,1,1138248780
445,11338,1,1137334080
445,5936,1,1137334860
445,24741,1,1137334500
445,122,1,1135256520
445,110,1,1133531520
445,3690,1,1146187440
445,10940,1,1154733240
445,2294,1,1151902920
445,2948,1,1151906700
445,31158,1,1151907600
445,30715,1,1149421500
445,42416,1,1148981460
446,430,1,1133353080
446,346,1,1133362020
446,480,1,1133362320
446,3369,1,1131708780
446,201,1,1129716180
446,9474,1,1129219020
446,7123,1,1129217340
446,1466,1,1128548940
446,10001,1,1128526560
446,1477,1,1128070440
446,28605,1,1134751980
446,3733,1,1133612820
446,40759,1,1141132020
446,44680,1,1152900180
446,7797,1,1149246660
446,31110,1,1148635500
446,50399,1,1148556120
447,448,1,1133354880
447,372,1,1133355660
447,6793,1,1139255280
447,1612,1,1147898520
447,2463,1,1154998740
447,43346,1,1154610480
447,43352,1,1154612280
448,436,1,1133356320
448,447,1,1133358840
448,433,1,1133354400
448,14328,1,1127484780
448,264,1,1126542240
448,15367,1,1126593480
448,22105,1,1138382700
448,22882,1,1138216080
448,2045,1,1137668040
448,372,1,1136572980
448,402,1,1136585940
448,430,1,1134567780
448,13759,1,1147187160
448,2394,1,1143731880
448,39173,1,1142011620
448,3929,1,1141125660
448,9319,1,1141127160
448,42457,1,1156351080
449,430,1,1133357820
449,473,1,1133364480
449,4993,1,1130752440
449,16,1,1140690000
449,19248,1,1139484360
449,984,1,1139584620
449,19480,1,1139484960
449,19773,1,1139328960
449,23763,1,1137682920
449,113,1,1146734100
449,521,1,1146729480
449,33065,1,1146732900
449,35162,1,1145357040
449,6399,1,1144826520
449,47052,1,1150376880
449,41621,1,1150701960
450,372,1,1133378700
450,372,1,1133356500
450,484,1,1133355120
450,372,1,1133365080
450,32235,1,1145529720
451,430,1,1133357220
451,28355,1,1134753420
451,47052,1,1150373580
452,236,1,1133363820
452,452,1,1133364180
453,454,1,1133367000
454,428,1,1133355840
454,8,1,1129214220
454,201,1,1128682560
454,14796,1,1126627800
454,9510,1,1139482860
454,19437,1,1139474760
454,827,1,1142506080
455,431,1,1133371800
455,431,1,1133438460
455,431,1,1133392200
455,2204,1,1130247060
455,5500,1,1130247300
455,2774,1,1129996740
455,3527,1,1129054140
455,7925,1,1129054320
455,10007,1,1129053960
455,12908,1,1127682660
455,1747,1,1127486760
455,14230,1,1127486160
455,14219,1,1127486880
455,14241,1,1127487060
455,14257,1,1127486460
455,14392,1,1127479560
455,14805,1,1126631520
455,2869,1,1134158580
455,1081,1,1133965200
455,38058,1,1142635200
455,11071,1,1142635020
456,430,1,1133364300
457,428,1,1133359320
457,5445,1,1130673360
457,13358,1,1138721220
457,2918,1,1136359440
457,701,1,1143450420
457,6690,1,1143451380
457,6881,1,1143451020
457,37899,1,1142853360
457,24471,1,1141443000
457,25157,1,1156671900
458,459,1,1133425800
458,459,1,1133358300
458,3476,1,1131626160
458,3478,1,1131631500
458,3473,1,1131620340
458,3519,1,1131627840
458,3488,1,1131619740
458,3527,1,1131619320
458,3509,1,1131627180
458,3521,1,1131626580
458,6090,1,1130497680
458,920,1,1130496900
458,920,1,1130505300
458,17431,1,1138885320
458,17431,1,1138894140
458,38673,1,1142520780
459,464,1,1133367420
459,436,1,1133355180
459,458,1,1133359260
459,780,1,1133037840
459,799,1,1133038020
459,837,1,1133044620
459,766,1,1133046840
459,466,1,1133046180
459,466,1,1133039280
459,837,1,1133046600
459,753,1,1133034780
459,466,1,1133044440
459,737,1,1133035440
459,788,1,1133035200
459,1824,1,1132388820
459,1841,1,1132403340
459,1529,1,1132403040
459,1904,1,1132402860
459,1834,1,1132389000
459,3912,1,1131149460
459,3166,1,1131102660
459,1885,1,1130959620
459,1885,1,1130877480
459,5181,1,1130689080
459,5205,1,1130700420
459,5250,1,1130700960
459,5250,1,1130700060
459,7953,1,1129715640
459,8041,1,1129716120
459,8011,1,1129715880
459,9452,1,1129099320
459,11907,1,1128084480
459,11907,1,1128499140
459,11907,1,1128079500
459,18844,1,1134150900
459,29472,1,1134148560
459,1202,1,1133608980
459,1202,1,1133613180
459,1202,1,1133619480
459,943,1,1147647060
459,943,1,1147597560
459,31199,1,1147620060
459,15986,1,1145644740
459,3822,1,1145345100
459,35189,1,1145342760
459,37013,1,1143712560
459,38778,1,1142230800
459,38837,1,1142240700
459,40450,1,1141296600
459,40757,1,1141132140
459,40757,1,1141131360
459,40757,1,1141133160
459,12768,1,1141132260
459,40876,1,1141130100
459,5082,1,1141049700
459,5082,1,1141043940
459,5082,1,1141044180
459,5082,1,1141054380
459,5477,1,1154346960
459,43731,1,1152884160
459,43731,1,1152884340
459,21610,1,1152885180
459,44696,1,1152873900
459,31385,1,1150090680
459,47237,1,1150092420
459,5549,1,1150100160
459,5549,1,1150056480
460,461,1,1133489820
460,797,1,1133051520
460,639,1,1131714480
460,639,1,1131728880
460,4791,1,1131069300
460,379,1,1130445360
460,1714,1,1130078580
460,2043,1,1129767060
460,2606,1,1129765140
460,1373,1,1129693440
460,8376,1,1129657860
460,8794,1,1129651320
460,8622,1,1129645620
460,770,1,1129255020
460,9924,1,1129296600
460,9903,1,1129085940
460,10037,1,1129073160
460,11837,1,1128392040
460,14944,1,1126558920
460,6793,1,1126736640
460,15000,1,1126564260
460,1879,1,1126613520
460,15041,1,1126560780
460,5549,1,1126557000
460,14944,1,1126557360
460,16,1,1126650420
460,506,1,1126561440
460,9005,1,1126556160
460,16,1,1126712580
460,15497,1,1126393380
460,423,1,1125238200
460,17149,1,1125255240
460,17154,1,1125238380
460,12442,1,1140378420
460,12442,1,1140379740
460,836,1,1140374640
460,11730,1,1140381780
460,18124,1,1140389100
460,21969,1,1138427100
460,24722,1,1137383220
460,21284,1,1137427560
460,20486,1,1137339300
460,21284,1,1137352920
460,21284,1,1137363360
460,24706,1,1137331980
460,275,1,1135994880
460,25658,1,1135995300
460,2992,1,1135574100
460,18328,1,1135266360
460,26786,1,1135268160
460,2325,1,1134852120
460,1239,1,1134859920
460,7084,1,1134849120
460,28305,1,1134862080
460,2326,1,1134771600
460,201,1,1134480480
460,19819,1,1134219360
460,2371,1,1133755200
460,3968,1,1133553000
460,3968,1,1133554560
460,3968,1,1133556300
460,4420,1,1133530740
460,16255,1,1147453140
460,1620,1,1147343940
460,1162,1,1146787680
460,33262,1,1146445680
460,30972,1,1146442140
460,33352,1,1146447300
460,33265,1,1146441060
460,33944,1,1146222900
460,32493,1,1146186960
460,33952,1,1146236040
460,14174,1,1145848800
460,34520,1,1145870460
460,2361,1,1145891400
460,17588,1,1145630640
460,2992,1,1143761520
460,1171,1,1143654000
460,37493,1,1143459120
460,1081,1,1142594160
460,38352,1,1142550180
460,28532,1,1141929060
460,37249,1,1141944780
460,7362,1,1141828320
460,30959,1,1141390620
460,40188,1,1141347240
460,12989,1,1141052880
460,3304,1,1154714940
460,21374,1,1154371860
460,1534,1,1154366880
460,18974,1,1154365140
460,18236,1,1154305680
460,1620,1,1153861560
460,44405,1,1153842660
460,19110,1,1153514160
460,10984,1,1152628500
460,6117,1,1152275040
460,3705,1,1151916120
460,13835,1,1151683500
460,4893,1,1150133760
460,4065,1,1149865320
460,15657,1,1149603120
460,48055,1,1149607620
460,48058,1,1149625320
460,33606,1,1149597000
460,2588,1,1149599520
460,5004,1,1149431940
460,32168,1,1149432660
460,739,1,1149031080
460,739,1,1149034200
460,7963,1,1149030240
460,2357,1,1148991180
460,28145,1,1148839440
460,28145,1,1148847960
460,45149,1,1148840940
460,31628,1,1148661720
460,16925,1,1148639160
460,16994,1,1148081040
460,5201,1,1148080020
460,5201,1,1148076420
460,4065,1,1148060820
460,659,1,1148072400
460,8026,1,1148049900
461,429,1,1133368200
461,2185,1,1132282560
461,5131,1,1130730000
461,5569,1,1130524920
461,5583,1,1130523540
461,3291,1,1130523240
461,8,1,1129215540
461,13358,1,1127662800
461,16938,1,1125297360
461,19608,1,1139395560
461,21728,1,1138510680
461,3363,1,1138478460
461,2885,1,1137941220
461,5799,1,1135747200
461,26077,1,1135759320
461,5088,1,1134162240
461,4975,1,1134162120
461,29966,1,1133752320
461,1303,1,1133546940
461,42957,1,1154896620
461,45125,1,1151680380
461,6473,1,1151683380
461,27174,1,1149050820
462,439,1,1133356320
462,2141,1,1132304400
462,9980,1,1129101780
462,17885,1,1140524280
462,10273,1,1139837340
462,18935,1,1139837100
462,10860,1,1139475420
462,22448,1,1138359180
462,22937,1,1138184940
462,23159,1,1138120140
462,23637,1,1137842280
462,6826,1,1137663240
462,7950,1,1136828640
462,27570,1,1135181040
462,1081,1,1147072560
462,369,1,1144061580
462,36524,1,1144061280
462,40452,1,1141298040
462,30631,1,1150375620
462,30631,1,1150377840
462,47052,1,1150372080
463,433,1,1133359140
463,8618,1,1129650420
463,22162,1,1138390740
463,24467,1,1137424560
463,201,1,1136211000
463,5583,1,1141135620
464,459,1,1133362440
464,372,1,1133361480
464,459,1,1133369820
464,448,1,1133361300
464,1694,1,1132603020
464,1778,1,1132604640
464,2585,1,1132228920
464,2584,1,1132228440
464,583,1,1132234020
464,2706,1,1132144500
464,837,1,1132128420
464,10437,1,1140784140
464,11410,1,1140781380
464,17650,1,1140691140
464,18332,1,1140205680
464,18331,1,1140205140
464,2204,1,1140203940
464,18331,1,1140260880
464,19261,1,1139484300
464,19260,1,1139481240
464,19431,1,1139480040
464,19413,1,1139477820
464,19510,1,1139486700
464,19562,1,1139477340
464,5120,1,1139407020
464,14260,1,1139408760
464,19746,1,1139477460
464,1760,1,1139307960
464,19857,1,1139330220
464,19871,1,1139332740
464,13378,1,1139307720
464,933,1,1139316600
464,933,1,1139327760
464,19881,1,1139383800
464,658,1,1139232300
464,14440,1,1139313780
464,19949,1,1139235900
464,9054,1,1139236800
464,19990,1,1139309280
464,658,1,1139300340
464,7,1,1139236500
464,20134,1,1139226540
464,1853,1,1139226360
464,7705,1,1139226000
464,13666,1,1139218140
464,101,1,1139226840
464,1944,1,1138889460
464,10294,1,1138804440
464,510,1,1138803120
464,10294,1,1138879740
464,19141,1,1138622040
464,17407,1,1138360560
464,24061,1,1137750120
464,9528,1,1137592140
464,2206,1,1137585120
464,2534,1,1137582480
464,24192,1,1137583020
464,2534,1,1137583200
464,24214,1,1137583620
464,1171,1,1137758760
464,1171,1,1138105380
464,18027,1,1137756900
464,2670,1,1137508860
464,8528,1,1137067680
464,3477,1,1137067980
464,2970,1,1136463960
464,2970,1,1136458560
464,5612,1,1134720600
464,5936,1,1134720720
464,5861,1,1134722280
464,4434,1,1134723360
464,29980,1,1133774460
464,16209,1,1133775600
464,29987,1,1133775120
464,50,1,1133544240
464,639,1,1133541720
464,29704,1,1133524620
464,30577,1,1133525040
464,2376,1,1141298520
464,29310,1,1141136400
464,466,1,1141136100
464,52,1,1141049820
465,466,1,1133359140
465,4136,1,1131123480
465,10386,1,1128799860
465,15426,1,1126549740
466,433,1,1133356620
466,428,1,1133356920
466,439,1,1133358720
466,459,1,1133038800
466,459,1,1133054700
466,753,1,1133038980
466,459,1,1133041320
466,459,1,1133045460
466,1351,1,1132934340
466,1838,1,1132091820
466,5396,1,1130513700
466,3345,1,1130239020
466,3345,1,1130055240
466,4463,1,1130055540
466,3345,1,1130255820
466,9710,1,1128791760
466,4527,1,1128792120
466,4052,1,1127980080
466,10305,1,1127980200
466,12413,1,1127984280
466,343,1,1127980380
466,8522,1,1127979840
466,9307,1,1127990700
466,9903,1,1127928060
466,7829,1,1127847840
466,7829,1,1127828580
466,345,1,1126372140
466,14352,1,1126166940
466,18061,1,1140379560
466,18825,1,1139927160
466,18852,1,1139927280
466,18827,1,1139922360
466,20436,1,1138887180
466,18735,1,1138877340
466,1297,1,1138876680
466,1297,1,1138876860
466,430,1,1138784760
466,1760,1,1138784160
466,9322,1,1138551840
466,21810,1,1138481100
466,22249,1,1138452600
466,22240,1,1138452240
466,23637,1,1137834420
466,23763,1,1137660600
466,15541,1,1137440340
466,24455,1,1137447180
466,13558,1,1137185040
466,2798,1,1135246620
466,3345,1,1135269540
466,27136,1,1135246380
466,14358,1,1134989940
466,11914,1,1134846000
466,20422,1,1134846360
466,1639,1,1134902880
466,27232,1,1134845580
466,21414,1,1134844740
466,890,1,1134869640
466,5553,1,1134846600
466,21414,1,1134846180
466,27136,1,1134847380
466,29310,1,1134349920
466,5267,1,1133565600
466,2144,1,1133529300
466,30489,1,1133525760
466,7690,1,1147344720
466,6936,1,1147334760
466,34100,1,1146146640
466,430,1,1144137780
466,17588,1,1142847780
466,17585,1,1142848080
466,18180,1,1141735620
466,40535,1,1141159320
466,18,1,1141140000
466,1672,1,1141139160
466,7178,1,1141132440
466,786,1,1141132200
466,1672,1,1141155360
466,466,1,1141129860
466,786,1,1141148640
466,40876,1,1141128780
466,40874,1,1141129980
466,3377,1,1153848840
466,430,1,1153847040
466,44235,1,1153850580
466,45418,1,1152053700
466,2382,1,1151997240
466,430,1,1151669580
466,44816,1,1151595420
466,15417,1,1148748360
466,31939,1,1148741820
466,14751,1,1148740380
466,15417,1,1148740500
467,436,1,1133365260
467,274,1,1133366820
467,436,1,1133356740
467,1672,1,1130486220
467,4283,1,1129214400
467,3389,1,1128070740
467,1144,1,1127683860
467,12712,1,1127491500
467,14053,1,1127488440
467,12712,1,1127493900
467,14559,1,1127470020
467,467,1,1127299440
467,14667,1,1127299080
467,14273,1,1140713280
467,2921,1,1140711180
467,18735,1,1139991240
467,18766,1,1139936280
467,22944,1,1138189260
467,7279,1,1138188960
467,7279,1,1138191660
467,15984,1,1147332960
467,35749,1,1144661040
467,36209,1,1144263900
467,2948,1,1141133400
467,466,1,1141143000
467,12868,1,1156927800
467,2449,1,1156183680
467,636,1,1155651900
467,636,1,1155648540
467,21263,1,1154011500
467,726,1,1153839960
467,636,1,1152611280
467,35123,1,1152607200
467,4403,1,1151678520
467,2252,1,1148636760
467,11536,1,1148646720
468,430,1,1133354040
468,11679,1,1140101100
469,470,1,1133381520
469,884,1,1133073180
469,786,1,1133072520
469,754,1,1133075160
470,433,1,1133354640
470,7795,1,1139341140
470,588,1,1134755280
471,430,1,1133352960
471,9905,1,1136383260
472,430,1,1133356980
472,479,1,1133358480
472,430,1,1134568980
472,1081,1,1133964120
472,34327,1,1146040140
472,20138,1,1141922700
472,1760,1,1141296360
472,19278,1,1141312440
472,1612,1,1141308120
472,44036,1,1154008560
472,44097,1,1154012100
472,42183,1,1154009760
472,8693,1,1150443480
472,50778,1,1155902220
473,449,1,1133360040
473,449,1,1133366820
473,30128,1,1133615280
473,535,1,1133596740
473,30128,1,1133602980
473,3212,1,1133602260
474,475,1,1133356980
475,430,1,1133354280
475,34235,1,1142518140
476,430,1,1133353920
476,641,1,1133052600
476,643,1,1133056200
476,1298,1,1132936380
476,4053,1,1131130440
476,430,1,1130687760
476,9130,1,1129459920
476,8084,1,1129047480
476,39312,1,1141920720
476,11956,1,1141922400
477,461,1,1133389740
478,372,1,1133358840
479,430,1,1133353980
479,436,1,1133355240
479,9286,1,1134860460
479,28265,1,1134860820
479,236,1,1147946880
479,17180,1,1147790880
480,487,1,1133358660
480,3283,1,1131760800
480,639,1,1131760500
480,12045,1,1148906940
481,474,1,1133386800
481,1058,1,1134761040
482,483,1,1133358420
483,482,1,1133363520
483,448,1,1133357580
483,17887,1,1140532380
483,1944,1,1138886040
483,20477,1,1138891140
483,17431,1,1138885200
483,3263,1,1138886760
483,1720,1,1142004300
483,39983,1,1141395420
483,39885,1,1141392180
483,40164,1,1141318020
483,45140,1,1150454460
483,33410,1,1149858420
483,50684,1,1148047380
484,430,1,1133354040
485,484,1,1133360880
485,816,1,1133033520
485,6451,1,1130481960
485,3180,1,1130415060
485,3263,1,1138890540
485,20436,1,1138891200
485,3263,1,1138955160
485,7279,1,1138187880
485,12164,1,1138189500
485,7279,1,1138185660
485,22937,1,1138185420
485,240,1,1138189260
